amount,amount_log,threshold_proximity,amount_roundness,is_near_threshold,exceeds_atm_daily,exceeds_tier1_daily,hour_of_day,is_late_night,is_weekend,inter_txn_interval_seconds,daily_txn_count,hourly_txn_count,daily_velocity,amount_vs_customer_mean,amount_zscore,channel_consistency,hour_consistency,sum_1h,sum_24h,sum_7d,count_1h,count_24h,cross_account_sum_24h,cross_account_threshold_ratio,cross_account_sum_6h,cross_account_ratio_6h,max_single_24h,cov_24h,accounts_per_customer,account_age_days,unique_counterparties_24h,tier_numeric,channel_numeric,type_numeric,is_suspicious,suspicious_typology,transaction_id,account_id,customer_id
83753.67,11.335647209326746,0.016750734,0.9994468302105448,0,0,1,23,0,0,-1867.648191,75,5,3.125,0.6878836625864506,-0.05892373416711633,0,0,315452.19,9131668.030000003,9131668.030000003,5,75,9131668.030000003,1.8263336060000006,4424568.62,0.884913724,4014410.3,5.296954475565682,1,0,1,1,3,1,1,transfer_velocity,TXN-E22FF3DB,ACC-1011,CUST-2008
32757.47,10.39691683357967,0.006551494000000001,0.9987016701839306,0,0,1,23,0,0,681.199041,76,6,3.1666666666666665,0.27165562314844494,-0.137067690288072,1,0,348209.66000000003,9164425.500000004,9164425.500000004,6,76,9164425.500000004,1.8328851000000008,4456826.09,0.891365218,4014410.3,5.313756840294095,1,0,1,1,3,1,1,transfer_velocity,TXN-8465B4DE,ACC-1011,CUST-2008
16157.59,9.69020707579312,0.003231518,0.9973752273699233,0,0,0,23,0,0,1024.440662,77,7,3.2083333333333335,0.13551801860550444,-0.16188471016356332,1,0,364367.25000000006,9180583.090000004,9180583.090000004,7,77,9180583.090000004,1.8361166180000008,4422394.96,0.884478992,4014410.3,5.34010889923483,1,0,1,1,3,1,1,transfer_velocity,TXN-27661284,ACC-1011,CUST-2008
209723.93,12.253552093944027,0.041944786,0.9998858976178827,0,0,0,9,0,0,-10725.0,130,112,5.416666666666667,3.9614445405715952,2.6252015159474116,0,0,6139027.95,6882365.919999999,6882365.919999999,112,130,6882365.919999999,1.3764731839999997,6882365.919999999,1.3764731839999997,226393.23,1.1280827481553686,2,-1,2,3,1,1,0,normal,TXN-00CC1D9E,ACC-1021,CUST-2017
26185.37,10.172994325375495,0.0052370739999999995,0.9994412910720757,0,0,0,19,0,0,-15386.0,218,52,9.083333333333334,1.5333489257361483,0.5107506629449624,1,0,831240.06,3722838.6599999988,3722838.6599999988,52,218,3722838.6599999988,0.7445677319999997,1903903.5600000003,0.3807807120000001,84033.25,1.0442451952208647,3,0,3,1,1,1,0,normal,TXN-6B389C6C,ACC-1008,CUST-2005
10435.78,9.253091384743813,0.002087156,0.9965714110492938,0,0,0,15,0,0,-2104.0,55,29,2.2916666666666665,0.04574178602999797,-0.29046914893134645,0,0,6037230.500000002,12547999.32,12547999.32,29,55,12547999.32,2.509599864,12419016.65,2.48380333,3018916.19,3.28523086696393,1,-1,1,3,3,1,0,normal,TXN-61D6F610,ACC-1019,CUST-2015
3410.0,8.134760782418645,0.000682,0.9970674486803519,0,0,0,12,0,0,12221.0,62,45,2.5833333333333335,0.05909377143990477,-0.8480775477818508,1,0,2521166.52,3577703.6200000015,3577703.6200000015,45,62,3577703.6200000015,0.7155407240000003,3577503.6200000015,0.7155007240000003,227720.87,1.1094577742578353,1,-1,1,1,1,2,0,normal,TXN-29990174,ACC-1016,CUST-2012
19513.72,9.878924331574298,0.003902744,0.9992969049468784,0,0,0,18,0,0,18245.0,73,23,3.0416666666666665,1.1361995302336545,0.12035371098921599,1,1,386300.39,1253742.4299999997,1253742.4299999997,23,73,1253742.4299999997,0.25074848599999994,939671.6299999999,0.18793432599999998,77430.37,1.1316604125805345,1,0,1,2,1,1,0,normal,TXN-A696B77C,ACC-1005,CUST-2004
2000,7.601402334583733,0.0004,1.0,0,0,0,18,0,0,-2234.0,219,60,9.125,0.11758898571998823,-0.8421709288865853,0,0,856150.06,3724838.6599999988,3724838.6599999988,60,219,3724838.6599999988,0.7449677319999998,2061485.7300000004,0.4122971460000001,84033.25,1.047781375506071,3,0,3,1,3,3,0,normal,TXN-689E2CE1,ACC-1008,CUST-2005
1000,6.90875477931522,0.0002,1.0,0,0,0,12,0,0,-5153.0,88,63,3.6666666666666665,0.02295830687725448,-0.7556747559935796,0,0,2630130.8800000004,3833035.2700000005,3833035.2700000005,63,88,3833035.2700000005,0.7666070540000001,3554026.940000001,0.7108053880000001,222075.01,1.292939436408865,1,0,1,2,0,3,0,normal,TXN-F97A6019,ACC-1017,CUST-2013
43849.28,10.688536383184731,0.008769856,0.9988761503039503,0,0,0,11,0,0,-12002.0,56,40,2.3333333333333335,0.1950118491735995,-0.2435519500432677,1,1,12227426.4,12591848.6,12591848.6,40,56,12591848.6,2.51836972,12582948.6,2.51658972,3018916.19,3.3052010081766623,1,-1,1,3,1,1,0,normal,TXN-87A6FE25,ACC-1019,CUST-2015
42913.98,10.666976228114695,0.008582796,0.9996742320334772,0,0,1,5,0,0,-42346.0,143,122,5.958333333333333,0.5723586353879967,-0.11318582872663906,1,0,8841106.250000007,10721772.610000001,10721772.610000001,122,143,10721772.610000001,2.1443545220000004,10721772.610000001,2.1443545220000004,1780966.54,3.7782235587532966,2,-1,2,1,1,0,0,normal,TXN-0EE9AFF6,ACC-1002,CUST-2001
500,6.2166061010848646,0.0001,1.0,0,0,0,10,0,0,-3305.0,63,55,2.625,0.0030569885672004824,-0.30503581450679546,1,0,10202878.330000002,10304258.360000001,10304258.360000001,55,63,10304258.360000001,2.060851672,10209422.160000002,2.0418844320000002,2216732.22,3.268281834527303,1,0,1,2,3,3,0,normal,TXN-4B34300C,ACC-1000,CUST-2000
7987.37,8.985742012942211,0.001597474,0.9984187536072574,0,0,0,14,0,0,16834.0,64,33,2.6666666666666665,0.049571324557643175,-0.2885556940237781,0,1,8298181.590000001,10312245.73,10312245.73,33,64,10312245.73,2.062449146,10210865.700000001,2.04217314,2216732.22,3.2937443104624298,1,0,1,2,1,0,0,normal,TXN-23BA2020,ACC-1000,CUST-2000
18310.0,9.815257251141714,0.003662,0.9994538503549972,0,0,0,12,0,0,-21649.0,220,136,9.166666666666666,1.0761528237032405,0.07287027324233618,1,1,2453118.57,3743148.6599999988,3743148.6599999988,136,220,3743148.6599999988,0.7486297319999997,3696269.319999999,0.7392538639999998,84033.25,1.0450464958459529,3,-1,3,1,1,2,0,normal,TXN-EDA54938,ACC-1007,CUST-2005
37683.26,10.536997779624642,0.0075366520000000005,0.9995557709179089,0,0,0,8,0,0,-34911.0,74,69,3.0833333333333335,2.1592889638117705,1.0402536086066547,0,0,1227892.7099999997,1291425.6899999997,1291425.6899999997,69,74,1291425.6899999997,0.25828513799999997,1262767.6399999997,0.2525535279999999,77430.37,1.1144291682530716,1,-1,1,2,3,1,0,normal,TXN-4AC48B66,ACC-1005,CUST-2004
39631.14,10.587395684221892,0.007926228,0.9992142542455251,0,0,0,8,0,0,-7825.0,71,66,2.9583333333333335,0.7669238807104557,-0.20383086781922247,1,0,3343639.08,3668957.26,3668957.26,66,71,3668957.26,0.733791452,3668957.26,0.733791452,201632.44,1.1434780305025216,1,-1,1,2,0,1,0,normal,TXN-20508215,ACC-1020,CUST-2016
5510.0,8.614501373883236,0.001102,0.9981851179673321,0,0,0,8,0,0,-14606.0,221,212,9.208333333333334,0.3248388584945209,-0.6449334700172371,0,1,3643502.639999999,3748658.6599999988,3748658.6599999988,212,221,3748658.6599999988,0.7497317319999998,3730076.699999999,0.7460153399999998,84033.25,1.0468694414129787,3,-1,3,1,3,2,0,normal,TXN-FEDF0E5F,ACC-1006,CUST-2005
53057.83,10.879156576939756,0.010611566000000001,0.9992052068469442,0,0,0,13,0,0,3234.0,89,60,3.7083333333333335,1.2151399229215583,0.1677220333116181,1,0,2265984.0000000005,3886093.1000000006,3886093.1000000006,60,89,3886093.1000000006,0.7772186200000001,3404391.4600000014,0.6808782920000003,222075.01,1.2827171163721844,1,0,1,2,2,1,0,normal,TXN-79FB8F2F,ACC-1017,CUST-2013
200,5.303304908059076,4e-05,1.0,0,0,0,21,0,0,64399.0,65,8,2.7083333333333335,0.0014770549450832766,-0.3256184041475317,0,0,1668375.42,7008904.720000001,8936702.079999998,8,65,7008904.720000001,1.4017809440000002,3079437.5,0.6158875,1599266.24,3.277215537726104,1,0,1,1,3,3,0,normal,TXN-4A98C63F,ACC-1003,CUST-2002
78388.77,11.269448713130753,0.015677754000000002,0.9998567396835032,0,0,0,7,0,0,-23727.0,90,88,3.75,1.7795488871790448,0.6152250217804435,1,0,3742206.860000001,3964481.8700000006,3964481.8700000006,88,90,3964481.8700000006,0.7928963740000001,3742406.860000001,0.7484813720000002,222075.01,1.267095549727566,1,-1,1,2,2,0,0,normal,TXN-FEBF7035,ACC-1017,CUST-2013
28147.43,10.245246859365949,0.005629486,0.9983149438510016,0,0,0,7,0,0,-49360.0,72,70,3.0,0.22502272367417286,-0.1934157161763485,1,0,8965540.54,9006268.02,9006268.02,70,72,9006268.02,1.801253604,8965540.54,1.7931081079999998,2554612.38,4.006795784987992,1,-1,1,2,3,0,0,normal,TXN-1F692921,ACC-1018,CUST-2014
128413.15,11.76301586665836,0.025682629999999998,0.9998975961574029,0,0,0,7,0,0,2818.0,91,88,3.7916666666666665,2.8550931780312307,1.484625519626329,1,0,3813886.690000001,4092895.0200000005,4092895.0200000005,88,91,4092895.0200000005,0.818579004,3870820.0100000007,0.7741640020000001,222075.01,1.249536097492212,1,0,1,2,2,0,0,normal,TXN-507AFEDC,ACC-1017,CUST-2013
15670.0,9.659567149523216,0.003134,0.998085513720485,0,0,0,19,0,0,35592.0,81,24,3.375,0.7364175699681108,-0.22473961312385637,1,0,431310.5,1723573.7600000002,1723573.7600000002,24,81,1723573.7600000002,0.34471475200000007,1212641.31,0.24252826200000002,178552.99,1.1728347591602646,1,0,1,2,3,2,0,normal,TXN-9B178796,ACC-1013,CUST-2010
100,4.61512051684126,2e-05,1.0,0,0,0,7,0,0,-8825.0,131,130,5.458333333333333,0.0019033875579292372,-0.8787800126044908,0,0,6763424.71,6882465.919999999,6882465.919999999,130,131,6882465.919999999,1.3764931839999999,6882465.919999999,1.3764931839999999,226393.23,1.1357752772323013,2,-1,2,3,1,3,0,normal,TXN-C1254207,ACC-1022,CUST-2017
79523.76,11.283823698693897,0.015904751999999998,0.9997012213708205,0,0,1,23,0,0,66667.055914,144,13,6.0,1.0601895409337794,0.01599296746596552,1,1,3109963.46,10801296.370000001,10801296.370000001,13,144,10801296.370000001,2.1602592740000004,3510239.519999999,0.7020479039999998,1780966.54,3.7635004924425854,2,0,2,1,1,1,0,normal,TXN-45571C75,ACC-1001,CUST-2001
87549.66,11.379972876234984,0.017509932000000002,0.9994327790650471,0,0,1,23,0,0,-2711.970781,145,15,6.041666666666667,1.1658444489916255,0.04426996986903254,1,1,3202933.12,10888846.030000001,10888846.030000001,15,145,10888846.030000001,2.1777692060000002,3621585.5899999994,0.7243171179999999,1780966.54,3.746206502562722,2,0,2,1,1,1,0,normal,TXN-A3FFB5CD,ACC-1001,CUST-2001
13283.85,9.494379567200552,0.00265677,0.9987842380032897,0,0,0,23,0,0,1751.648077,146,16,6.083333333333333,0.17789570674239663,-0.21892758260708398,0,1,3216216.97,10902129.88,10902129.88,16,146,10902129.88,2.180425976,3611073.0299999993,0.7222146059999999,1780966.54,3.7551426068274782,2,0,2,1,3,1,0,normal,TXN-443816EC,ACC-1001,CUST-2001
7108.57,8.869197042768688,0.001421714,0.9987944129409995,0,0,0,18,0,0,-17843.73321,147,43,6.125,0.09578668527499277,-0.24008197889685765,1,0,3618181.599999999,10909238.450000001,10909238.450000001,43,147,10909238.450000001,2.18184769,6750534.040000002,1.3501068080000003,1780966.54,3.7662690006127826,2,0,2,1,1,0,0,normal,TXN-F4A6DD32,ACC-1001,CUST-2001
500,6.2166061010848646,0.0001,1.0,0,0,0,9,0,0,8335.0,73,64,3.0416666666666665,0.004052508060488495,-0.24676549614096502,1,0,8741094.45,9006768.02,9006768.02,64,73,9006768.02,1.801353604,8966040.54,1.7932081079999997,2554612.38,4.03600790027215,1,-1,1,2,3,3,0,normal,TXN-0E239AD1,ACC-1018,CUST-2014
172444.28,12.057835247738169,0.034488856,0.9997432214046184,0,0,1,14,0,0,22057.0,162,98,6.75,0.5687543374122287,-0.14561657182648977,1,0,5660406.720000002,28156073.39,51543391.70999998,98,162,28156073.39,5.631214678,15728566.739999996,3.1457133479999992,3758034.67,3.2332800609025094,2,-1,2,1,1,1,0,normal,TXN-8245DF7C,ACC-1015,CUST-2011
100,4.61512051684126,2e-05,1.0,0,0,0,13,0,0,5650.0,63,40,2.625,0.0017608568465811987,-0.8869288487157737,1,0,2116929.8600000003,3577803.6200000015,3577803.6200000015,40,63,3577803.6200000015,0.7155607240000003,3445722.4200000013,0.6891444840000003,227720.87,1.1255008162140814,1,-1,1,1,1,3,0,normal,TXN-276A8D1E,ACC-1016,CUST-2012
9687.49,9.178693861988585,0.001937498,0.9987086438282775,0,0,0,15,0,0,-11029.0,148,60,6.166666666666667,0.13130856715014955,-0.2300325631476708,0,0,6501243.460000002,10918925.940000001,10918925.940000001,60,148,10918925.940000001,2.1837851880000003,8665586.070000004,1.7331172140000008,1780966.54,3.7763846168691724,2,0,2,1,3,0,0,normal,TXN-1E00D61C,ACC-1002,CUST-2001
28670.45,10.263657133112993,0.00573409,0.9989693220720289,0,0,0,11,0,0,-15169.0,149,90,6.208333333333333,0.39021323930996693,-0.1613392956454473,0,0,8606803.630000003,10947596.39,10947596.39,90,149,10947596.39,2.189519278,8987958.290000007,1.7975916580000013,1780966.54,3.7795303261399864,2,0,2,1,3,0,0,normal,TXN-39934113,ACC-1002,CUST-2001
143569.99,11.874584895688965,0.028713997999999998,0.9997909730299486,0,0,1,16,0,0,8028.0,162,77,6.75,0.4749837770015413,-0.17723646269034707,0,0,4406373.180000001,27974973.630000006,51686961.69999998,77,162,27974973.630000006,5.594994726000001,10137877.36,2.027575472,3758034.67,3.253509776546078,2,-1,2,1,2,1,0,normal,TXN-107EE75C,ACC-1015,CUST-2011
133478.43,11.801702662553526,0.026695686,0.9998384008562282,0,0,1,11,0,0,-6950.0,86,70,3.5833333333333335,0.9125336843741273,-0.039867840899437505,0,0,9281999.929999998,11520167.559999999,12725692.879999999,70,86,11520167.559999999,2.3040335119999997,10057192.059999999,2.011438412,1589152.1,2.25172173049957,1,-1,1,1,2,1,0,normal,TXN-9F509B12,ACC-1012,CUST-2009
500,6.2166061010848646,0.0001,1.0,0,0,0,0,0,0,-59737.0,166,159,6.916666666666667,0.0016638464565962626,-0.33593235129471183,0,0,20471583.200000007,33452143.7,51687461.69999998,159,166,33452143.7,6.69042874,27975473.630000006,5.595094726000001,4685144.71,3.2567351721178137,2,-1,2,1,2,3,0,normal,TXN-EF134C1A,ACC-1015,CUST-2011
137361.4,11.830377967754186,0.027472279999999998,0.9997189894686571,0,1,1,18,0,0,65381.0,164,68,6.833333333333333,0.45853551982505486,-0.18213646910181489,0,1,3873491.2699999996,28112835.030000005,51824823.09999998,68,164,28112835.030000005,5.622567006000001,6305196.060000002,1.2610392120000005,3758034.67,3.2584541660951323,2,-1,2,1,0,1,0,normal,TXN-D0883B04,ACC-1015,CUST-2011
100,4.61512051684126,2e-05,1.0,0,0,0,23,0,0,31820.0,65,1,2.7083333333333335,0.000630312459471818,-0.30086140090098873,0,0,100,10312345.73,10312345.73,1,65,10312345.73,2.062469146,4264185.140000001,0.8528370280000002,2216732.22,3.3216945894279517,1,0,1,2,1,3,0,normal,TXN-4AA9592E,ACC-1000,CUST-2000
26461.36,10.183478624923694,0.005292272,0.998539757593714,0,0,0,15,0,0,-29046.0,66,32,2.75,0.16892178612068484,-0.24881293868811716,1,1,8315132.950000001,10338807.09,10338807.09,32,66,10338807.09,2.067761418,10214951.21,2.042990242,2216732.22,3.3401728152130294,1,0,1,2,3,0,0,normal,TXN-319DB886,ACC-1000,CUST-2000
100,4.61512051684126,2e-05,1.0,0,0,0,21,0,0,45054.0,222,31,9.25,0.005921960310989987,-0.9455379282863903,1,0,480372.34,3748758.6599999988,3748758.6599999988,31,222,3748758.6599999988,0.7497517319999998,1374675.31,0.274935062,84033.25,1.0513359749519404,3,0,3,1,1,3,0,normal,TXN-401C9575,ACC-1008,CUST-2005
9490.0,9.158099260130491,0.001898,0.9989462592202318,0,0,0,10,0,0,-30678.0,76,59,3.1666666666666665,0.4647358598376648,-0.55640259576234,0,0,1308724.2399999998,1551935.3299999998,1551935.3299999998,59,76,1551935.3299999998,0.310387066,1537975.3299999998,0.307595066,92395.96,0.9620087041990837,1,0,1,1,1,2,0,normal,TXN-615CA603,ACC-1004,CUST-2003
500,6.2166061010848646,0.0001,1.0,0,0,0,8,0,0,-54823.811146,78,75,3.25,0.004247864834430987,-0.1852362840748722,0,1,9167230.620000003,9181083.090000004,9181083.090000004,75,78,9181083.090000004,1.8362166180000008,9180683.090000004,1.8361366180000007,4014410.3,5.375578225068948,1,-1,1,1,1,3,0,normal,TXN-42C147EB,ACC-1011,CUST-2008
2000,7.601402334583733,0.0004,1.0,0,0,0,10,0,0,7090.0,72,61,3.0,0.03922682553923279,-0.8307523119511017,1,0,3059412.3999999994,3670957.26,3670957.26,61,72,3670957.26,0.7341914519999999,3668957.26,0.733791452,201632.44,1.1565097811215224,1,-1,1,2,0,3,0,normal,TXN-949C1893,ACC-1020,CUST-2016
2540.0,7.840312983320164,0.000508,0.984251968503937,0,0,0,14,0,0,-13448.0,166,101,6.916666666666667,0.00852754169929977,-0.33245933241115866,0,0,5943878.110000002,28440044.779999997,51827363.09999998,101,166,28440044.779999997,5.688008955999999,16012038.129999997,3.2024076259999994,3758034.67,3.242191737296114,2,-1,2,1,0,2,0,normal,TXN-EE641912,ACC-1015,CUST-2011
16777.02,9.72782497544272,0.003355404,0.9986302692611679,0,0,0,11,0,0,1636.0,150,86,6.25,0.22952091340712558,-0.20345821454519797,1,0,8548166.500000002,10964373.41,10964373.41,86,150,10964373.41,2.1928746820000002,8990491.130000006,1.7980982260000014,1780966.54,3.7869155999189874,2,0,2,1,1,0,0,normal,TXN-F7267946,ACC-1002,CUST-2001
98704.81,11.499899088937308,0.019740962,0.9999512688388742,0,0,1,13,0,0,9382.0,87,59,3.625,0.6773045791283473,-0.1473649855969083,0,0,5562337.9799999995,11618872.37,12824397.69,59,87,11618872.37,2.323774474,9910831.469999999,1.9821662939999998,1589152.1,2.2457118010690627,1,-1,1,1,0,1,0,normal,TXN-973C236F,ACC-1012,CUST-2009
7990.0,8.986071187374463,0.001598,0.9987484355444305,0,0,0,14,0,0,18021.0,74,44,3.0833333333333335,0.06558800565564155,-0.23006976746585378,1,0,8374010.510000001,9014758.02,9014758.02,44,74,9014758.02,1.802951604,8749084.45,1.74981689,2554612.38,4.061428864107671,1,-1,1,2,3,2,0,normal,TXN-EFA61B3E,ACC-1018,CUST-2014
25513.42,10.146999061513267,0.005102684,0.9994740023093729,0,0,0,17,0,0,-11990.0,223,71,9.291666666666666,1.5074410480762164,0.48460068306098164,1,0,1041244.6200000001,3774272.0799999987,3774272.0799999987,71,223,3774272.0799999987,0.7548544159999997,2435885.26,0.48717705199999994,84033.25,1.0471323417684093,3,0,3,1,1,1,0,normal,TXN-939840D7,ACC-1006,CUST-2005
3060.0,8.026496938945412,0.000612,0.9869281045751634,0,0,0,20,0,0,45554.0,92,25,3.8333333333333335,0.06873122351817232,-0.7395516914138062,1,1,889825.3700000001,4095955.0200000005,4095955.0200000005,25,92,4095955.0200000005,0.8191910040000001,1864659.2699999998,0.37293185399999995,222075.01,1.2592341918676633,1,0,1,2,2,2,0,normal,TXN-E31CBA48,ACC-1017,CUST-2013
29344.8,10.286904714505313,0.0058689599999999995,0.9984733240642295,0,0,0,20,0,0,2821.0,82,19,3.4166666666666665,1.3727241270124948,0.32102708005485975,1,0,345940.63,1752918.5600000003,1752918.5600000003,19,82,1752918.5600000003,0.35058371200000005,1192964.84,0.23859296800000002,178552.99,1.1610364052428244,1,0,1,2,3,0,0,normal,TXN-3E4D7DBE,ACC-1013,CUST-2010
13270.0,9.493336482437249,0.002654,0.9977392614920875,0,0,0,20,0,0,8381.0,224,47,9.333333333333334,0.7848044819610297,-0.2057515456624038,0,0,787681.78,3787542.0799999987,3787542.0799999987,47,224,3787542.0799999987,0.7575084159999997,1720106.96,0.344021392,84033.25,1.0458998854475783,3,0,3,1,3,2,0,normal,TXN-882C1D7D,ACC-1007,CUST-2005
20000,9.90353755128617,0.004,1.0,0,0,0,15,0,0,-18560.0,225,105,9.375,1.1818648108020389,0.17440103892443815,1,0,1831299.75,3807542.0799999987,3807542.0799999987,105,225,3807542.0799999987,0.7615084159999997,3261903.85,0.65238077,84033.25,1.0427966021511743,3,-1,3,1,1,1,1,round_amount_pattern,TXN-C70BEA85,ACC-1006,CUST-2005
50000,10.819798284210286,0.01,1.0,0,0,1,20,0,0,18364.688911,226,50,9.416666666666666,2.9293264378337005,1.8559196833844904,0,0,856881.78,3857542.0799999987,3857542.0799999987,50,226,3857542.0799999987,0.7715084159999998,1826624.47,0.365324894,84033.25,1.039552764651617,3,0,3,1,3,1,1,round_amount_pattern,TXN-54083E37,ACC-1006,CUST-2005
200000,12.206077645517674,0.04,1.0,0,0,1,15,0,0,-15322.403845,227,97,9.458333333333334,11.189039843549821,8.48954533250562,1,0,1877743.73,4057542.0799999987,4057542.0799999987,97,227,4057542.0799999987,0.8115084159999998,3318692.480000001,0.6637384960000002,200000,1.200186752585796,3,-1,3,1,1,1,1,round_amount_pattern,TXN-39F39AE6,ACC-1006,CUST-2005
107793.8,11.58798469881676,0.02155876,0.9999424827773026,0,0,0,20,0,0,46618.0,132,25,5.5,2.03551544147776,0.9195091268287446,0,0,1469174.6400000004,6990259.719999999,6990259.719999999,25,132,6990259.719999999,1.3980519439999997,3974509.8500000006,0.7949019700000001,226393.23,1.126161134527402,2,0,2,3,1,1,0,normal,TXN-8F5C4EF4,ACC-1022,CUST-2017
51870.9,10.856532496711212,0.01037418,0.9994389918046535,0,0,1,3,1,0,-30182.0,151,139,6.291666666666667,0.7109960236530012,-0.07642168943722777,0,0,10758601.799999999,11016244.31,11016244.31,139,151,11016244.31,2.203248862,11016244.31,2.203248862,1780966.54,3.7817009604895553,2,-1,2,1,3,0,0,normal,TXN-1F92EB42,ACC-1001,CUST-2001
100,4.61512051684126,2e-05,1.0,0,0,0,8,0,0,-1014.0,79,76,3.2916666666666665,0.0008604555559516673,-0.18464795798944497,1,1,9167330.620000003,9181183.090000004,9181183.090000004,76,79,9181183.090000004,1.8362366180000007,9180783.090000004,1.8361566180000006,4014410.3,5.411051144693201,1,-1,1,1,1,3,0,normal,TXN-B5886D66,ACC-1011,CUST-2008
152617.55,11.935696950077748,0.030523509999999997,0.9998850066719064,0,0,0,10,0,0,-34356.0,133,110,5.541666666666667,2.8417307735710264,1.6476098376513868,1,1,6063930.910000001,7142877.269999999,7142877.269999999,110,133,7142877.269999999,1.4285754539999997,7142877.269999999,1.4285754539999997,226393.23,1.1178197237498608,2,-1,2,3,2,0,0,normal,TXN-6F3A34F7,ACC-1022,CUST-2017
30532.94,10.326594130792358,0.006106588,0.9989211651416471,0,0,0,11,0,0,-241.0,57,42,2.375,0.1378802862585629,-0.259010757892892,1,1,12263099.34,12622381.54,12622381.54,42,57,12622381.54,2.5244763079999997,12613481.54,2.522696308,3018916.19,3.3285092895560227,1,-1,1,3,1,1,0,normal,TXN-60DE6960,ACC-1019,CUST-2015
5680.0,8.644882552557126,0.001136,0.9964788732394366,0,0,0,17,0,0,10653.0,166,74,6.916666666666667,0.01917695625322065,-0.3278819591262191,1,0,4154529.3299999996,28121055.030000005,51833043.09999998,74,166,28121055.030000005,5.624211006000001,6394730.220000002,1.2789460440000002,3758034.67,3.2790753561678705,2,-1,2,1,1,2,0,normal,TXN-4FC9CE33,ACC-1015,CUST-2011
19654.79,9.88612723038326,0.003930958,0.9976997973521976,0,0,0,17,0,0,52510.0,152,46,6.333333333333333,0.2707099850160827,-0.1925309761590885,1,0,3661832.7999999993,11035899.1,11035899.1,46,152,11035899.1,2.20717982,8449967.200000001,1.6899934400000003,1780966.54,3.7879100263913084,2,0,2,1,1,0,0,normal,TXN-AB5BC37D,ACC-1001,CUST-2001
3990.0,8.291797105048733,0.000798,0.9974937343358397,0,0,0,18,0,0,9993.714934,228,67,9.5,0.2239844428361625,-0.6452015134669367,1,0,989987.81,4061532.0799999987,4061532.0799999987,67,228,4061532.0799999987,0.8123064159999998,2401639.1500000004,0.48032783000000007,200000,1.202749127158711,3,0,3,1,1,2,0,normal,TXN-9E1F03BA,ACC-1007,CUST-2005
2000,7.601402334583733,0.0004,1.0,0,0,0,14,0,0,3032.0,88,54,3.6666666666666665,0.013877629892824568,-0.4473546755668391,0,0,5353918.549999999,11620872.37,12826397.69,54,88,11620872.37,2.324174474,9697002.489999998,1.9394004979999997,1589152.1,2.260659762316509,1,-1,1,1,2,3,0,normal,TXN-7F09A9E1,ACC-1012,CUST-2009
42528.44,10.65795182098488,0.008505688,0.9993312710271056,0,0,0,12,0,0,5810.0,134,94,5.583333333333333,0.7931091423367939,-0.18546625028952796,0,1,5106790.540000001,7185405.709999999,7185405.709999999,94,134,7185405.709999999,1.4370811419999998,7066364.5,1.4132729,226393.23,1.115517552871386,2,-1,2,3,0,0,0,normal,TXN-3EA453AF,ACC-1021,CUST-2017
62498.4,11.042912235678413,0.01249968,0.9999743993446233,0,0,0,20,0,0,55384.0,67,14,2.7916666666666665,0.36478647278484644,-0.22385966765261794,0,0,548554.5900000001,11479024.340000002,11479024.340000002,14,67,11479024.340000002,2.2958048680000003,7326918.159999999,1.4653836319999998,2139735.4,2.8375523553482105,1,0,1,2,0,0,0,normal,TXN-AEEFFB8A,ACC-1009,CUST-2006
2000,7.601402334583733,0.0004,1.0,0,0,0,20,0,0,9073.0,153,36,6.375,0.02772266689772513,-0.25583017201739666,0,0,3535471.4199999995,11037899.1,11037899.1,36,153,11037899.1,2.20757982,6522898.250000002,1.3045796500000004,1780966.54,3.800479534666299,2,0,2,1,3,3,0,normal,TXN-62D90C05,ACC-1001,CUST-2001
7133.5,8.87269745037063,0.0014267,0.9953038480409336,0,0,0,8,0,0,-300.0,80,77,3.3333333333333335,0.06210930962273251,-0.1723434501869283,1,1,9174464.120000003,9188316.590000004,9188316.590000004,77,80,9188316.590000004,1.8376633180000008,9187916.590000004,1.8375833180000007,4014410.3,5.441986274268076,1,-1,1,1,1,1,0,normal,TXN-C8A8C8B5,ACC-1011,CUST-2008
131686.9,11.788190008035999,0.02633738,0.9999005216160453,0,0,1,10,0,0,-13486.0,89,74,3.7083333333333335,0.9146275375564592,-0.03890855860688263,1,0,9516391.639999999,11752559.27,12958084.59,74,89,11752559.27,2.350511854,10289583.77,2.057916754,1589152.1,2.2479940460773067,1,-1,1,1,1,1,0,normal,TXN-EF1DF8D4,ACC-1012,CUST-2009
60766.94,11.014817626249755,0.012153388000000001,0.9994559541750827,0,0,1,17,0,0,23384.0,90,37,3.75,0.4247526386837903,-0.261847782432324,0,0,2958053.68,11813326.209999999,13018851.53,37,90,11813326.209999999,2.362665242,7524342.74,1.5048685480000001,1589152.1,2.2496800034532116,1,0,1,1,2,1,0,normal,TXN-863DAB6E,ACC-1012,CUST-2009
14920.0,9.610524895640422,0.002984,0.9986595174262735,0,0,0,20,0,0,7571.0,229,40,9.541666666666666,0.8381504143671918,-0.13476011744284114,1,0,626255.4099999999,4076452.0799999987,4076452.0799999987,40,229,4076452.0799999987,0.8152904159999997,1923237.17,0.384647434,200000,1.2010199212052268,3,0,3,1,1,2,0,normal,TXN-8999C5B6,ACC-1008,CUST-2005
